State,Year,Crop,Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Area,Production,Yield
Maharashtra,2013,Groundnut,22.6,225.5,77.8,5.57,21.1,61.3,84.5,0.55,293.2,331.15,1.13
Punjab,2014,Groundnut,17.7,2361.6,44.8,7.78,72.0,31.0,54.0,1.71,451.4,241.43,0.53
Haryana,2017,Groundnut,26.8,1944.7,73.0,7.4,138.5,77.8,79.6,1.26,109.7,122.77,1.12
Punjab,2012,Sugarcane,31.9,2105.3,78.7,7.98,135.1,70.6,23.6,0.83,298.5,25393.15,85.07
Karnataka,2023,Wheat,36.9,948.8,51.5,5.18,44.4,30.3,21.9,1.8,328.0,220.33,0.67
Karnataka,2016,Soybean,33.7,1914.0,40.1,4.79,71.9,57.3,90.2,1.74,363.2,248.06,0.68
West Bengal,2023,Soybean,38.5,1239.2,35.5,4.98,128.6,60.2,90.8,2.17,494.3,656.71,1.33
Gujarat,2015,Soybean,16.3,542.7,64.5,5.14,95.1,40.2,51.9,2.22,234.5,263.26,1.12
Gujarat,2021,Rice,15.3,354.8,88.7,6.63,130.1,70.5,88.3,1.49,185.3,490.4,2.65
Uttar Pradesh,2010,Soybean,31.5,895.4,79.4,8.38,127.5,58.3,70.1,0.95,426.3,798.68,1.87
Uttar Pradesh,2022,Sugarcane,22.2,387.0,56.2,5.93,138.0,56.1,26.7,1.42,89.2,3971.45,44.51
Uttar Pradesh,2016,Cotton,21.3,2495.8,62.2,8.33,35.2,25.5,39.6,1.03,19.5,4.22,0.22
Maharashtra,2023,Maize,23.3,170.5,46.8,4.65,38.9,38.5,22.2,0.84,222.4,266.13,1.2
Madhya Pradesh,2022,Groundnut,21.7,1130.8,39.8,8.21,30.8,40.4,79.7,1.47,124.4,63.99,0.51
Tamil Nadu,2016,Soybean,27.8,1157.6,58.9,5.22,141.6,61.4,98.7,1.71,198.9,366.66,1.84
Madhya Pradesh,2023,Rice,26.0,786.5,57.8,8.15,81.8,53.3,59.2,1.56,493.1,959.33,1.95
Punjab,2021,Sugarcane,27.8,1449.8,61.3,4.72,28.4,16.0,69.0,2.4,174.9,5115.6,29.25
Madhya Pradesh,2010,Soybean,31.8,417.4,87.2,8.29,61.8,31.5,77.1,0.89,354.3,424.4,1.2
Maharashtra,2018,Rice,24.7,1970.6,66.2,5.3,65.7,43.1,30.2,1.06,126.0,182.39,1.45
Punjab,2015,Cotton,21.3,864.5,66.3,5.71,125.2,61.6,40.2,1.74,152.4,341.71,2.24
Madhya Pradesh,2021,Wheat,19.2,1498.8,37.7,6.46,115.6,62.0,47.1,1.58,122.3,225.05,1.84
Maharashtra,2011,Soybean,23.7,1803.3,89.8,6.02,109.6,44.3,63.5,0.2,286.5,279.77,0.98
Tamil Nadu,2014,Sugarcane,33.5,2228.2,76.4,7.17,22.8,18.2,86.5,0.92,113.8,5330.08,46.83
Madhya Pradesh,2022,Rice,33.9,2097.7,82.6,8.4,138.4,30.5,32.9,0.78,359.5,767.12,2.13
Maharashtra,2020,Rice,31.7,1540.4,54.9,6.93,48.0,27.8,52.4,2.13,340.5,866.22,2.54
Uttar Pradesh,2013,Soybean,20.9,1001.6,60.1,7.39,101.8,64.7,77.6,2.19,211.2,471.03,2.23
Gujarat,2016,Rice,29.7,1282.9,61.3,4.85,28.0,22.6,17.9,0.85,13.8,16.15,1.17
Uttar Pradesh,2017,Wheat,29.3,1933.4,41.6,7.01,30.6,42.5,56.2,0.43,12.3,10.03,0.81
Gujarat,2020,Rice,27.1,2200.0,71.4,6.32,21.2,57.0,23.0,0.67,266.9,406.6,1.52
Haryana,2023,Groundnut,28.7,304.3,84.2,8.04,93.6,77.5,58.5,0.61,419.8,408.12,0.97
Haryana,2020,Maize,27.3,992.9,39.8,6.05,101.8,79.9,79.1,0.75,299.8,2171.72,7.24
Haryana,2010,Groundnut,29.1,1951.5,35.2,7.22,26.6,76.7,31.3,0.74,218.4,127.52,0.58
Tamil Nadu,2014,Maize,32.9,1107.5,74.3,5.41,57.8,60.3,86.5,1.3,441.2,1357.71,3.08
Uttar Pradesh,2012,Rice,17.7,864.0,46.4,5.54,130.7,62.3,40.1,0.94,99.3,340.38,3.43
Gujarat,2010,Soybean,33.7,1057.7,67.4,6.0,33.2,63.1,27.2,1.49,180.4,204.14,1.13
Maharashtra,2021,Maize,18.4,1527.0,71.7,5.72,48.2,70.4,51.9,0.99,283.1,748.48,2.64
Punjab,2012,Sugarcane,16.7,2499.5,49.3,5.52,75.2,76.6,88.8,2.07,146.5,7611.37,51.94
Maharashtra,2023,Maize,39.4,1257.8,78.9,4.7,129.5,41.2,16.2,2.39,498.9,955.12,1.91
Punjab,2015,Groundnut,38.9,560.8,63.0,7.85,53.1,39.2,39.5,1.13,226.7,202.36,0.89
Karnataka,2023,Rice,16.5,449.0,82.1,4.76,149.6,42.2,68.8,0.31,26.8,37.57,1.4
Maharashtra,2016,Soybean,26.1,153.8,75.8,8.05,66.2,56.2,42.2,0.75,88.9,70.71,0.8
Madhya Pradesh,2017,Cotton,19.7,1419.1,82.1,5.0,70.2,64.3,16.4,0.43,266.7,131.27,0.49
Madhya Pradesh,2022,Soybean,27.1,1384.2,31.2,4.76,35.9,70.9,39.9,0.99,275.5,209.97,0.76
West Bengal,2020,Soybean,35.8,552.8,44.6,6.75,108.4,41.9,83.9,1.68,492.1,1020.07,2.07
Uttar Pradesh,2013,Soybean,38.8,1753.6,35.4,6.51,51.7,35.4,97.1,1.39,300.4,231.57,0.77
Punjab,2012,Sugarcane,30.9,1865.7,56.5,6.46,101.8,78.8,13.6,0.76,333.6,24076.94,72.16
Punjab,2014,Wheat,23.8,684.8,83.4,6.8,49.0,26.2,61.2,1.96,107.6,267.94,2.49
Uttar Pradesh,2018,Groundnut,30.1,893.0,58.1,5.65,70.4,25.5,19.5,0.5,54.3,44.28,0.82
Tamil Nadu,2022,Rice,22.8,2476.7,81.0,7.15,131.4,60.1,71.2,0.72,301.4,871.15,2.89
West Bengal,2015,Wheat,37.7,966.9,49.6,6.51,116.1,22.6,10.7,1.75,432.6,477.03,1.1
Tamil Nadu,2018,Cotton,36.8,1914.0,50.4,5.84,40.1,38.0,11.3,0.65,294.1,104.24,0.35
Tamil Nadu,2015,Wheat,29.0,1159.2,83.7,7.81,99.0,30.5,79.9,1.76,221.9,420.5,1.89
Tamil Nadu,2011,Rice,23.1,1993.7,55.5,7.41,101.7,21.8,16.7,2.45,289.5,632.68,2.19
Uttar Pradesh,2022,Groundnut,22.3,1934.1,77.4,6.07,31.8,50.6,37.5,2.11,234.9,102.01,0.43
Tamil Nadu,2014,Groundnut,15.8,1686.0,44.2,7.89,80.6,36.1,96.2,0.57,71.8,45.84,0.64
Madhya Pradesh,2021,Rice,35.4,2144.2,86.9,8.18,53.9,42.4,98.7,1.4,370.9,675.75,1.82
Haryana,2020,Cotton,26.3,2351.1,64.5,6.65,80.7,23.7,24.5,1.17,267.0,127.73,0.48
Karnataka,2018,Rice,23.1,1471.0,75.6,5.36,121.0,63.8,60.5,2.48,200.3,764.37,3.82
Punjab,2017,Cotton,26.8,631.8,35.4,8.16,40.6,32.0,60.3,2.42,280.3,272.57,0.97
Punjab,2016,Cotton,35.5,1026.6,59.6,5.26,36.0,34.0,50.7,0.49,121.4,74.13,0.61
Karnataka,2010,Rice,18.1,1907.8,84.1,4.69,55.0,27.7,93.2,2.29,214.6,383.83,1.79
Uttar Pradesh,2013,Maize,36.4,1644.7,82.6,5.81,143.8,40.4,77.9,0.64,311.6,803.82,2.58
Maharashtra,2021,Groundnut,37.4,485.6,32.8,7.41,117.2,42.5,78.8,0.93,113.9,196.64,1.73
Uttar Pradesh,2016,Cotton,38.7,175.5,48.2,8.19,22.5,47.1,34.3,1.01,374.7,169.22,0.45
Punjab,2020,Rice,24.9,1723.3,56.6,7.05,72.1,77.7,49.1,0.86,261.0,1028.35,3.94
Punjab,2016,Maize,20.4,665.1,40.3,8.31,53.5,73.3,53.9,2.16,431.0,1656.97,3.84
Karnataka,2015,Groundnut,24.3,1274.2,73.8,4.87,103.0,52.7,36.9,0.96,423.8,172.68,0.41
Tamil Nadu,2017,Cotton,23.3,1879.5,41.1,4.74,79.7,12.7,18.5,2.08,247.8,56.89,0.23
Uttar Pradesh,2020,Groundnut,19.4,1428.5,50.8,6.92,145.4,52.9,21.4,2.49,98.5,79.9,0.81
Gujarat,2022,Maize,30.2,254.1,69.8,8.36,48.5,16.3,26.3,2.13,368.6,464.09,1.26
Karnataka,2015,Groundnut,26.9,504.7,58.9,6.51,96.4,59.7,28.3,1.0,209.9,368.95,1.76
Madhya Pradesh,2019,Sugarcane,36.6,587.4,74.3,4.71,111.0,37.3,31.8,1.84,297.7,7948.6,26.7
Punjab,2012,Soybean,15.8,681.8,87.7,5.38,127.3,68.6,33.0,1.43,54.5,84.36,1.55
Karnataka,2013,Sugarcane,31.1,1435.2,37.0,5.48,72.9,76.0,51.0,2.01,316.2,16323.48,51.63
Uttar Pradesh,2023,Maize,34.1,1284.7,72.6,5.85,109.3,39.2,55.9,0.55,187.4,630.6,3.36
Punjab,2012,Cotton,34.0,547.7,43.8,4.67,59.4,42.2,37.8,1.67,167.8,140.18,0.84
Maharashtra,2010,Rice,37.2,215.5,54.9,8.12,76.6,51.3,91.7,1.98,490.0,854.77,1.74
Karnataka,2019,Wheat,33.2,470.0,32.0,6.56,136.4,23.8,59.8,1.95,216.8,626.93,2.89
West Bengal,2014,Rice,38.2,2461.7,38.2,7.18,143.5,74.9,80.9,2.42,339.3,1484.81,4.38
Punjab,2010,Groundnut,23.3,1197.9,49.2,4.77,113.4,40.3,93.2,0.33,314.2,218.08,0.69
Uttar Pradesh,2010,Wheat,27.6,2175.0,50.5,4.72,68.7,21.7,24.7,1.0,53.0,23.13,0.44
Haryana,2011,Wheat,15.4,2129.4,84.0,6.85,126.6,63.4,48.5,1.3,374.2,634.1,1.69
Gujarat,2022,Groundnut,15.2,1303.2,74.5,8.05,23.4,25.3,49.0,0.91,162.3,37.34,0.23
Rajasthan,2013,Groundnut,21.0,1781.4,88.3,6.61,33.4,20.0,41.9,0.91,399.7,139.72,0.35
Tamil Nadu,2015,Cotton,17.5,522.2,65.9,8.01,106.0,49.4,10.8,0.61,304.2,213.98,0.7
Rajasthan,2017,Maize,21.5,1736.6,44.5,7.74,57.9,57.0,83.4,2.07,159.2,428.44,2.69
Uttar Pradesh,2022,Rice,19.4,717.3,49.7,4.8,143.7,49.9,20.0,2.29,178.8,303.04,1.69
Madhya Pradesh,2012,Maize,15.7,2088.6,49.2,5.31,76.7,56.0,99.6,0.39,366.0,430.63,1.18
Madhya Pradesh,2010,Sugarcane,37.7,255.1,49.6,7.13,75.8,18.1,79.6,0.56,275.5,9091.35,33.0
Haryana,2012,Cotton,15.2,1944.2,70.4,6.27,108.2,43.3,62.2,0.73,334.5,206.74,0.62
Tamil Nadu,2021,Cotton,33.4,294.8,61.8,5.66,119.8,35.0,23.9,1.37,80.0,83.47,1.04
West Bengal,2012,Sugarcane,18.8,2208.9,53.1,6.17,81.8,78.1,56.4,2.02,393.7,22907.33,58.18
Haryana,2014,Rice,37.8,795.3,38.9,6.28,47.8,13.5,33.5,0.36,160.9,191.51,1.19
Rajasthan,2020,Soybean,37.3,1653.3,31.3,8.14,120.5,30.9,32.7,1.66,310.3,177.52,0.57
Haryana,2021,Sugarcane,31.3,1244.4,43.1,4.91,61.6,75.9,84.7,0.54,58.2,2563.14,44.02
Rajasthan,2021,Rice,31.8,947.4,36.4,5.62,42.8,78.8,44.3,2.43,161.4,541.94,3.36
Punjab,2013,Wheat,15.1,1631.3,77.1,6.65,102.1,67.7,50.6,2.27,324.8,477.87,1.47
Madhya Pradesh,2022,Groundnut,39.6,2371.4,36.7,7.29,31.8,15.3,85.9,2.38,137.8,67.38,0.49
Punjab,2013,Cotton,36.9,151.1,73.5,7.02,146.3,49.3,17.9,0.44,440.3,513.0,1.17
Gujarat,2018,Rice,37.4,2301.2,53.1,8.27,102.2,38.0,63.5,1.32,331.0,633.62,1.91
Tamil Nadu,2016,Maize,31.5,1542.3,34.4,7.68,148.2,66.5,62.0,0.58,435.3,1528.86,3.51
West Bengal,2013,Groundnut,23.6,2027.9,78.8,6.73,64.1,13.9,48.3,1.58,198.3,96.89,0.49
Rajasthan,2012,Maize,37.3,990.5,64.8,5.36,146.3,23.8,84.7,0.74,18.0,46.6,2.59
West Bengal,2015,Groundnut,22.3,1206.0,44.1,6.3,38.9,44.2,94.9,1.97,288.5,217.53,0.75
Rajasthan,2012,Cotton,29.1,2178.7,83.7,7.27,25.3,21.0,51.9,1.68,170.3,77.07,0.45
Uttar Pradesh,2015,Sugarcane,17.5,1066.4,32.7,7.85,24.3,58.5,51.1,1.51,224.6,6539.72,29.11
Haryana,2020,Soybean,38.0,1359.9,42.1,8.34,80.4,67.5,55.2,2.1,340.9,264.67,0.78
Gujarat,2022,Sugarcane,18.5,99.5,75.1,6.92,30.8,59.3,75.1,1.35,350.6,9437.08,26.91
Madhya Pradesh,2020,Rice,20.6,438.6,72.6,6.61,86.6,40.8,70.1,0.82,14.8,32.12,2.18
Rajasthan,2022,Sugarcane,29.0,1622.1,47.4,4.57,62.6,71.5,30.1,1.63,384.9,16470.13,42.79
West Bengal,2022,Cotton,34.1,1806.6,33.7,4.79,63.6,19.6,15.8,2.4,247.3,66.49,0.27
Gujarat,2021,Rice,30.5,1477.4,81.5,5.12,102.6,28.2,95.4,1.58,278.8,946.32,3.39
Maharashtra,2018,Wheat,20.8,401.1,48.8,4.72,41.2,44.3,33.5,1.65,149.7,182.12,1.22
Maharashtra,2015,Sugarcane,15.0,1141.2,41.7,6.1,119.7,14.3,67.5,2.35,211.0,9014.12,42.72
Punjab,2021,Sugarcane,33.9,920.0,61.0,5.85,95.7,16.7,84.6,1.39,355.5,16637.69,46.8
Madhya Pradesh,2013,Soybean,39.6,1264.4,84.6,7.05,138.9,37.8,37.0,2.49,388.6,528.27,1.36
Uttar Pradesh,2014,Rice,35.2,2182.3,32.6,6.64,67.4,76.1,67.2,0.57,194.2,652.81,3.36
West Bengal,2022,Maize,26.5,1950.9,75.9,6.88,147.8,73.6,19.7,1.44,345.9,1029.88,2.98
Haryana,2015,Sugarcane,37.6,255.8,64.3,6.39,94.9,42.6,97.3,0.69,129.8,5084.41,39.18
Haryana,2020,Cotton,25.2,2231.3,55.5,5.61,146.5,20.0,15.2,1.24,416.2,260.9,0.63
West Bengal,2012,Sugarcane,28.1,1205.8,74.6,8.31,23.5,22.5,49.4,0.59,305.3,5788.46,18.96
Tamil Nadu,2017,Soybean,26.9,1872.5,87.9,4.85,114.6,36.4,58.3,0.71,387.8,220.42,0.57
Uttar Pradesh,2013,Wheat,26.2,393.1,43.8,8.26,126.2,24.7,81.1,0.68,239.1,544.37,2.28
Gujarat,2017,Soybean,34.4,1693.3,38.6,5.74,26.9,15.8,20.9,0.94,115.3,50.6,0.44
Rajasthan,2019,Sugarcane,28.2,629.0,84.8,6.55,95.3,57.2,49.7,0.51,215.2,9529.66,44.29
Tamil Nadu,2019,Maize,22.9,1124.0,70.1,4.94,124.3,50.7,37.0,2.06,191.4,575.71,3.01
Rajasthan,2012,Groundnut,21.5,91.3,56.3,4.78,92.9,30.4,38.1,0.71,167.0,68.21,0.41
Rajasthan,2019,Sugarcane,15.9,421.4,64.4,6.22,28.3,64.5,80.1,1.16,106.9,3535.01,33.08
Tamil Nadu,2016,Rice,29.6,275.6,74.7,7.47,110.1,64.3,10.5,0.24,379.8,669.76,1.76
Punjab,2020,Sugarcane,20.7,637.4,76.4,5.58,27.9,44.4,77.4,0.44,44.1,1247.61,28.3
Maharashtra,2022,Maize,18.7,295.0,85.2,6.75,126.3,16.8,82.9,2.26,443.9,1973.68,4.45
Rajasthan,2021,Rice,31.3,1745.2,55.6,5.61,25.6,74.3,91.1,2.13,88.3,350.58,3.97
Tamil Nadu,2018,Cotton,32.0,121.1,47.6,6.05,37.9,56.8,66.4,2.13,490.0,537.63,1.1
Tamil Nadu,2013,Rice,33.8,1563.5,68.4,8.13,55.8,27.3,40.0,1.15,494.2,778.67,1.58
Karnataka,2017,Soybean,27.6,394.7,54.9,7.92,102.3,52.7,48.5,0.53,199.8,440.53,2.2
Punjab,2012,Wheat,37.4,2365.6,65.7,6.56,146.9,38.4,97.3,0.45,493.9,699.84,1.42
Madhya Pradesh,2016,Soybean,38.4,2336.1,55.2,5.45,35.3,54.5,89.3,1.59,434.7,252.69,0.58
Karnataka,2012,Groundnut,35.2,602.5,39.2,5.27,38.6,43.2,51.7,2.1,42.1,35.81,0.85
Karnataka,2021,Rice,30.9,1555.3,58.2,8.32,68.0,44.0,94.9,2.27,473.7,1392.55,2.94
West Bengal,2016,Cotton,22.6,118.6,71.5,5.31,128.7,61.5,84.1,0.86,22.2,18.32,0.82
Maharashtra,2023,Sugarcane,39.6,2332.9,78.0,7.73,80.7,53.0,91.1,0.94,91.8,6104.14,66.51
Tamil Nadu,2020,Rice,21.9,1331.3,59.6,5.98,61.8,15.6,71.5,0.43,292.7,686.8,2.35
Maharashtra,2019,Soybean,20.1,155.9,39.9,8.44,93.0,14.6,87.2,1.98,41.3,39.41,0.95
Uttar Pradesh,2019,Rice,26.1,889.1,54.9,5.97,53.9,31.4,90.3,0.83,81.7,262.2,3.21
West Bengal,2020,Rice,16.4,238.3,77.2,5.91,72.2,40.1,18.3,1.31,476.8,510.28,1.07
Madhya Pradesh,2020,Rice,39.5,1012.7,54.8,7.05,63.2,29.3,96.9,2.34,497.3,1472.96,2.96
Maharashtra,2015,Cotton,29.7,1691.3,71.8,8.35,124.5,55.6,40.0,1.93,399.3,322.01,0.81
Haryana,2011,Maize,28.9,1201.2,60.4,8.4,140.2,23.7,49.6,0.32,258.1,697.4,2.7
Rajasthan,2020,Maize,31.4,990.1,44.5,7.33,118.7,59.3,81.3,0.22,450.3,2292.46,5.09
Uttar Pradesh,2012,Rice,27.4,341.9,77.8,7.52,77.1,64.1,69.8,2.01,56.8,176.05,3.1
Punjab,2015,Cotton,15.8,650.1,35.1,6.75,85.6,18.7,90.4,1.47,471.5,544.08,1.15
Madhya Pradesh,2023,Cotton,30.3,295.4,61.5,7.52,36.3,55.6,46.1,1.86,176.4,205.29,1.16
Uttar Pradesh,2013,Groundnut,32.9,2028.4,42.5,7.94,117.1,77.3,43.6,0.56,430.9,347.63,0.81
Rajasthan,2015,Rice,25.4,381.3,34.0,6.44,97.5,23.5,12.9,2.21,334.5,649.73,1.94
West Bengal,2010,Soybean,33.9,1508.7,60.2,6.98,137.3,73.7,51.6,1.98,480.2,587.82,1.22
Rajasthan,2019,Soybean,20.7,889.7,60.0,6.65,46.1,52.4,75.2,2.25,432.5,992.05,2.29
Karnataka,2021,Wheat,20.5,603.6,72.4,6.75,118.8,51.4,37.1,0.98,444.1,1704.96,3.84
Rajasthan,2010,Rice,19.0,1616.7,74.7,8.06,109.0,13.6,51.6,0.83,316.2,599.58,1.9
Karnataka,2012,Wheat,24.3,1169.7,73.7,5.92,54.6,62.4,29.7,0.55,416.7,551.09,1.32
West Bengal,2017,Soybean,36.2,1030.4,54.6,5.33,106.8,43.5,79.6,2.34,378.8,476.88,1.26
Gujarat,2017,Soybean,35.7,1502.5,67.9,6.33,140.2,60.5,15.4,0.61,81.6,78.79,0.97
Karnataka,2020,Rice,24.6,1253.6,64.6,5.33,139.4,66.6,73.5,0.47,324.6,1118.95,3.45
Punjab,2013,Wheat,29.7,793.5,55.3,6.49,113.6,46.7,44.1,0.64,74.9,183.0,2.44
Rajasthan,2015,Wheat,33.0,1419.7,65.8,8.11,26.2,28.5,13.7,1.97,434.9,219.85,0.51
Rajasthan,2017,Rice,21.0,1690.3,86.8,6.97,133.4,19.9,86.8,2.25,33.9,150.84,4.45
Punjab,2016,Groundnut,19.2,115.4,41.6,7.92,105.5,21.2,53.9,2.07,493.5,483.08,0.98
Haryana,2020,Wheat,39.3,1191.4,84.3,5.16,60.4,70.7,63.9,1.5,200.9,154.5,0.77
Tamil Nadu,2016,Groundnut,30.4,191.3,33.2,8.1,44.3,18.7,75.9,2.49,86.1,60.44,0.7
Gujarat,2022,Sugarcane,39.5,506.7,48.5,6.91,35.1,36.9,69.0,0.36,467.9,14271.12,30.5
Madhya Pradesh,2013,Soybean,23.4,1423.2,47.3,4.63,26.5,33.4,75.8,2.19,23.7,16.03,0.68
Karnataka,2018,Maize,32.6,2172.2,67.6,7.03,118.0,70.6,78.6,1.18,235.6,689.03,2.92
Punjab,2021,Groundnut,20.6,2212.9,37.9,8.31,50.7,43.4,63.0,1.25,385.3,132.99,0.35
West Bengal,2019,Groundnut,21.5,221.4,82.9,4.82,23.2,79.8,42.9,0.49,159.1,89.66,0.56
Karnataka,2015,Groundnut,27.8,1076.8,79.7,6.83,71.6,61.6,31.9,0.28,264.9,223.86,0.85
Tamil Nadu,2023,Cotton,23.0,1478.4,69.1,8.16,82.7,69.6,91.3,0.93,350.5,296.76,0.85
West Bengal,2021,Wheat,19.2,410.3,57.5,4.54,42.0,16.9,97.3,0.6,476.0,632.56,1.33
Uttar Pradesh,2020,Wheat,21.6,1925.3,86.0,7.02,25.7,27.7,42.2,1.31,52.2,38.47,0.74
Rajasthan,2012,Cotton,15.9,1873.4,79.8,6.4,44.6,19.5,20.1,0.54,79.5,25.33,0.32
Uttar Pradesh,2014,Wheat,32.6,2263.2,60.0,5.89,108.3,42.5,30.0,0.52,254.9,257.78,1.01
Karnataka,2014,Cotton,27.3,70.8,72.1,7.01,30.7,60.3,70.4,2.22,209.8,203.16,0.97
Tamil Nadu,2023,Groundnut,17.4,580.9,64.0,4.71,92.2,21.8,25.6,2.32,206.0,150.98,0.73
Gujarat,2014,Rice,19.3,2076.6,65.3,7.51,39.0,19.1,80.2,2.42,149.2,314.86,2.11
Karnataka,2017,Sugarcane,17.6,1692.9,49.9,4.52,45.4,53.0,93.1,1.77,280.8,8983.28,31.99
Punjab,2018,Groundnut,30.3,2241.3,57.7,5.73,71.1,26.1,96.7,1.97,441.8,363.73,0.82
Maharashtra,2022,Sugarcane,17.4,190.1,34.7,6.52,33.1,43.6,10.8,2.12,81.3,1304.86,16.05
Karnataka,2018,Soybean,33.9,1512.6,51.4,6.01,42.5,13.6,96.2,1.72,108.4,84.52,0.78
Rajasthan,2022,Groundnut,15.5,1444.2,71.7,5.73,65.4,57.6,76.6,0.96,335.7,179.08,0.53
Rajasthan,2015,Maize,21.2,137.4,87.2,7.82,62.9,47.9,17.6,0.56,29.0,58.97,2.03
Karnataka,2015,Wheat,37.3,1308.1,87.8,8.24,117.4,55.3,47.4,0.75,337.2,232.72,0.69
West Bengal,2018,Maize,33.0,1543.3,63.3,7.99,29.7,29.3,73.0,2.13,157.9,284.24,1.8
Maharashtra,2013,Rice,16.8,518.7,66.4,6.59,131.9,29.5,96.1,1.8,179.6,510.37,2.84
Punjab,2015,Sugarcane,35.5,719.7,41.1,8.04,126.1,66.1,24.8,1.25,203.4,7929.84,38.99
Karnataka,2013,Groundnut,27.3,1618.9,71.7,8.18,119.6,60.3,21.5,0.27,175.4,74.11,0.42
West Bengal,2020,Rice,36.2,1197.3,34.2,6.14,60.2,50.6,52.5,0.81,420.8,975.94,2.32
Rajasthan,2010,Rice,30.0,2152.1,47.1,5.63,127.0,54.0,97.1,1.88,473.1,1925.25,4.07
Rajasthan,2016,Wheat,32.0,888.8,70.1,4.89,43.8,16.6,97.4,1.38,274.5,314.39,1.15
Tamil Nadu,2023,Rice,39.8,703.3,48.6,6.42,36.2,69.9,30.5,1.2,291.4,491.17,1.69
Karnataka,2019,Groundnut,20.8,2462.9,33.0,8.29,25.8,63.9,38.7,0.92,36.2,10.59,0.29
Maharashtra,2020,Groundnut,30.6,2282.3,79.9,6.74,142.1,51.3,91.7,1.6,356.9,433.87,1.22
Haryana,2021,Sugarcane,26.5,121.0,48.6,7.17,60.0,74.3,76.1,2.42,292.5,11837.41,40.47
Maharashtra,2015,Groundnut,16.0,1938.3,33.8,4.95,139.3,21.8,97.5,2.27,26.1,13.1,0.5
Rajasthan,2018,Maize,15.4,320.3,34.5,5.07,55.4,58.1,90.4,0.27,100.0,236.3,2.36
Rajasthan,2016,Sugarcane,18.0,117.3,45.1,6.36,138.0,77.4,29.4,1.31,101.8,3093.41,30.4
Uttar Pradesh,2022,Wheat,31.2,720.6,40.7,8.31,137.5,31.7,78.4,0.96,86.3,198.42,2.3
Rajasthan,2016,Sugarcane,29.2,709.9,76.5,5.94,140.1,11.1,14.4,1.37,329.7,11634.56,35.29
Punjab,2011,Cotton,28.8,2057.3,49.3,8.01,84.5,61.4,83.6,1.59,464.3,363.69,0.78
Madhya Pradesh,2021,Maize,15.8,1791.1,78.3,4.98,132.6,10.5,64.1,0.66,381.7,475.79,1.25
Karnataka,2020,Cotton,26.7,2454.9,40.4,6.97,143.6,71.1,96.0,2.0,239.2,309.63,1.29
Maharashtra,2018,Cotton,38.1,1793.2,59.6,6.9,62.2,13.9,96.4,1.29,202.6,114.75,0.57
Madhya Pradesh,2019,Soybean,24.9,1074.7,71.3,7.94,74.5,55.7,14.6,2.48,193.8,302.55,1.56
West Bengal,2018,Groundnut,30.6,1762.4,69.1,4.51,113.5,36.4,24.4,0.26,301.0,120.52,0.4
Haryana,2015,Wheat,34.5,2498.7,66.1,5.26,59.0,24.2,53.6,0.64,180.3,77.49,0.43
Punjab,2022,Rice,34.6,1789.8,85.5,5.38,118.0,72.9,89.2,1.79,113.8,418.05,3.67
Maharashtra,2012,Cotton,28.0,1916.1,43.7,8.3,29.6,62.2,83.3,1.8,301.8,186.8,0.62
Madhya Pradesh,2010,Sugarcane,36.4,2349.0,59.6,5.11,88.1,33.8,96.8,1.54,196.0,7552.99,38.54
Haryana,2013,Rice,24.8,328.4,83.0,4.65,35.9,29.9,65.6,2.44,8.0,10.4,1.29
Uttar Pradesh,2023,Sugarcane,37.2,1776.7,34.7,6.64,58.1,61.5,33.1,1.16,12.1,558.33,46.17
Punjab,2023,Sugarcane,21.0,2134.5,33.4,6.61,53.6,68.6,12.3,1.16,137.8,5316.84,38.59
Punjab,2012,Rice,22.0,2388.2,44.0,7.88,129.1,60.1,30.1,2.29,256.7,777.07,3.03
Uttar Pradesh,2023,Rice,16.3,566.9,68.0,8.3,45.2,54.8,70.8,1.44,177.8,248.24,1.4
Karnataka,2021,Groundnut,34.9,1284.6,45.6,6.65,125.1,26.0,93.4,1.01,13.0,10.63,0.82
Uttar Pradesh,2010,Sugarcane,25.4,1717.4,41.4,8.22,123.2,69.7,38.9,1.85,112.4,6010.39,53.5
Punjab,2012,Wheat,20.7,656.3,57.5,7.4,84.9,62.5,88.8,1.63,49.1,226.3,4.61
Punjab,2023,Groundnut,20.8,1521.2,66.8,5.56,50.4,46.2,45.5,0.9,474.4,238.32,0.5
Madhya Pradesh,2023,Maize,37.5,681.1,44.9,8.21,49.5,45.8,37.7,0.89,157.1,335.91,2.14
Rajasthan,2013,Soybean,35.8,867.0,48.0,7.17,80.4,49.8,55.8,1.11,8.4,15.97,1.91
Haryana,2022,Maize,28.8,1131.7,66.8,6.16,21.1,68.0,49.8,0.36,330.6,1073.72,3.25
Uttar Pradesh,2022,Wheat,30.4,1346.5,86.7,7.22,89.1,62.0,92.2,2.37,117.0,196.11,1.68
Haryana,2023,Groundnut,26.9,1150.9,70.5,6.11,143.9,69.9,52.1,0.62,283.8,317.68,1.12
Uttar Pradesh,2017,Soybean,24.8,1258.3,77.0,4.96,40.1,45.5,35.0,0.65,76.2,39.84,0.52
West Bengal,2018,Groundnut,37.9,781.5,52.0,7.38,94.5,53.7,85.8,1.69,492.0,795.53,1.62
